age,id,color,intake,sex,time
3 months,A751624,Black and White,Stray,Male,101
3 months,A751627,Brown Tabby,Stray,Female,101
5 months,A726806,White,Stray,Female,101
4 years,A731772,Cream Tabby,Stray,Male,101
2 years,A614012,Brown Tabby,Owner Surrender,Male,101
9 years,A683419,Brown Tabby,Owner Surrender,Male,101
4 months,A713451,Black and White,Stray,Female,101
9 months,A735387,Black and White,Owner Surrender,Female,101
14 years,A697232,Torbie,Owner Surrender,Male,101
1 year,A729259,Tortie,Stray,Female,101
3 months,A733648,Torbie,Owner Surrender,Female,101
3 months,A733644,Orange Tabby,Owner Surrender,Male,101
3 years,A713340,Blue,Stray,Female,101
4 months,A713345,Blue,Stray,Male,101
4 months,A710106,Brown Tabby,Stray,Male,101
5 months,A679960,Black,Stray,Male,101
3 months,A761827,Brown Tabby,Stray,Male,102
3 months,A761826,Brown Tabby,Stray,Female,102
3 months,A761825,Brown Tabby,Stray,Female,102
3 months,A725560,Brown Tabby,Stray,Female,102
2 years,A758263,Calico,Owner Surrender,Male,102
4 months,A714041,Brown Tabby,Stray,Female,102
8 years,A757974,Black,Owner Surrender,Male,102
4 months,A707186,Blue,Stray,Female,102
4 months,A729247,Calico,Stray,Female,102
3 months,A748906,Black,Stray,Male,102
4 months,A711850,Orange Tabby,Owner Surrender,Male,102
1 year,A722720,Blue,Stray,Male,102
4 months,A713226,Torbie,Stray,Female,102
4 months,A713227,Brown Tabby,Stray,Male,102
4 months,A713228,Brown Tabby,Stray,Male,102
3 months,A708836,Black,Stray,Male,102
3 months,A708832,Blue,Stray,Male,102
4 months,A707050,Black,Stray,Male,102
3 months,A708830,Blue,Stray,Female,102
3 months,A708831,Black and White,Stray,Female,102
4 months,A685980,Orange Tabby,Stray,Male,103
4 months,A727749,Black,Stray,Female,103
4 months,A685468,Brown Tabby,Stray,Female,103
4 years,A702410,Orange Tabby,Owner Surrender,Male,103
4 months,A702068,Black and White,Stray,Male,103
4 months,A748505,Calico,Stray,Female,103
3 months,A712585,Cream Tabby,Stray,Female,103
3 months,A712588,Cream Tabby,Stray,Male,103
3 months,A712586,Cream Tabby,Stray,Male,103
4 years,A750148,Black and White,Owner Surrender,Female,103
3 months,A733351,Brown Tabby,Stray,Female,103
11 years,A756810,Black and White,Owner Surrender,Male,103
1 year,A717010,Brown Tabby,Stray,Male,103
1 year,A678063,Black,Stray,Female,103
5 years,A745840,Brown Tabby,Owner Surrender,Male,104
4 months,A676920,Black,Stray,Male,104
1 year,A737472,Black,Owner Surrender,Female,104
2 years,A744813,Torbie,Stray,Female,104
1 year,A744809,Torbie,Owner Surrender,Male,104
1 year,A683308,Blue,Stray,Female,104
8 years,A716807,Calico,Owner Surrender,Male,105
3 years,A747143,Calico,Owner Surrender,Male,105
5 months,A733666,Blue,Stray,Female,105
10 months,A671791,Colourpoint,Stray,Male,105
3 months,A723550,Black,Stray,Female,105
3 months,A672192,Orange Tabby,Stray,Male,105
4 months,A734762,Calico,Stray,Female,105
4 months,A734767,Brown Tabby,Stray,Male,105
3 months,A751399,Blue,Stray,Male,105
10 years,A691211,Black,Owner Surrender,Male,105
4 months,A748231,Cream Tabby,Stray,Male,105
3 years,A763460,Brown Tabby,Owner Surrender,Male,105
4 months,A754031,Brown Tabby,Stray,Female,105
5 months,A738514,Blue,Stray,Male,105
2 years,A744507,Black,Stray,Male,105
4 months,A711482,Black,Stray,Male,105
4 months,A754028,Black,Stray,Female,106
3 months,A733645,Torbie,Owner Surrender,Female,106
4 months,A751008,Black and White,Stray,Female,106
4 months,A713812,Orange Tabby,Stray,Male,106
3 years,A699902,Orange Tabby,Owner Surrender,Male,106
3 months,A748907,Black,Stray,Male,106
10 years,A684445,Black,Stray,Male,106
9 months,A689373,Colourpoint,Stray,Male,106
4 months,A750542,Torbie,Stray,Male,106
2 years,A734060,Brown Tabby,Public Assist,Male,106
4 months,A750528,Orange Tabby,Stray,Male,106
8 years,A756362,Blue,Owner Surrender,Male,106
8 years,A676139,Brown Tabby,Stray,Male,1067
4 months,A754029,Brown Tabby,Stray,Female,107
1 year,A700205,Brown Tabby,Stray,Female,107
3 months,A733112,Orange Tabby,Stray,Male,107
4 months,A666590,Blue,Owner Surrender,Male,107
4 months,A666591,Blue,Owner Surrender,Female,107
4 months,A712516,Brown Tabby,Stray,Female,107
2 years,A736456,Tortie,Stray,Male,107
1 year,A726617,Calico,Stray,Male,107
4 months,A711494,Orange Tabby,Stray,Female,107
4 months,A711330,Brown Tabby,Stray,Female,107
3 months,A748750,Black and White,Stray,Male,107
10 years,A742748,Black and White,Owner Surrender,Male,107
4 months,A754085,Brown Tabby,Stray,Female,107
2 years,A718909,Black and White,Owner Surrender,Male,107
3 months,A682911,Colourpoint,Stray,Female,107
5 years,A748171,Black and White,Stray,Male,107
1 year,A708091,Black,Owner Surrender,Female,108
4 months,A678956,Blue,Owner Surrender,Male,108
4 months,A754030,Brown Tabby,Stray,Male,108
2 years,A704062,Tortie,Stray,Female,108
2 years,A685297,Colourpoint,Owner Surrender,Male,108
5 months,A748853,Black,Stray,Male,108
5 months,A748854,Brown Tabby,Stray,Female,108
5 years,A712070,Cream Tabby,Owner Surrender,Male,108
4 months,A758960,Black and White,Stray,Male,109
6 years,A546346,Brown Tabby,Owner Surrender,Male,109
4 months,A747805,Tortie,Stray,Female,109
4 months,A747806,Calico,Stray,Female,109
13 years,A696716,Black,Stray,Male,109
5 months,A711876,Black,Stray,Female,109
4 months,A747807,Black,Stray,Male,109
5 months,A757518,Black,Stray,Female,109
4 months,A704643,Brown Tabby,Stray,Male,109
4 months,A757252,Black,Stray,Male,109
4 months,A757250,Black,Stray,Female,109
3 months,A749500,Blue,Stray,Female,11
2 months,A712542,Calico,Stray,Female,11
2 months,A706559,Calico,Stray,Female,11
2 months,A706560,Orange Tabby,Stray,Male,11
5 months,A686494,Black,Owner Surrender,Female,11
2 years,A738117,Cream Tabby,Stray,Male,11
5 months,A716878,Blue,Owner Surrender,Male,11
2 months,A752972,Tortie,Stray,Female,11
3 months,A751805,Brown Tabby,Stray,Female,11
2 months,A684593,Black,Stray,Male,11
2 months,A711607,Black and White,Stray,Male,11
1 year,A690725,Black and White,Stray,Male,11
4 years,A709344,Colourpoint,Stray,Male,11
8 years,A764785,Black,Stray,Male,11
6 years,A578068,Orange Tabby,Owner Surrender,Male,11
2 years,A721144,Orange Tabby,Owner Surrender,Male,11
2 months,A738443,Blue,Stray,Female,11
2 months,A711603,Black and White,Stray,Female,11
2 months,A711604,Black,Stray,Male,11
3 months,A709283,Torbie,Stray,Female,11
2 months,A683785,Black,Owner Surrender,Male,11
3 months,A704988,Brown Tabby,Stray,Female,11
1 year,A742597,Black and White,Owner Surrender,Male,11
2 months,A704987,Brown Tabby,Stray,Male,11
5 months,A755249,Brown Tabby,Stray,Male,11
3 months,A755253,Brown Tabby,Stray,Male,11
2 months,A751314,Brown Tabby,Stray,Male,11
2 months,A666510,Black and White,Stray,Female,11
2 months,A708897,Orange Tabby,Owner Surrender,Male,11
1 year,A684716,Black,Owner Surrender,Male,11
2 months,A705617,Blue,Stray,Female,11
1 month,A706234,Torbie,Stray,Female,11
2 months,A726401,Tortie,Owner Surrender,Female,11
1 month,A724835,Cream Tabby,Stray,Male,11
2 months,A738627,Brown Tabby,Owner Surrender,Female,11
1 year,A736584,Black,Stray,Female,11
7 months,A733650,Black,Owner Surrender,Female,11
6 months,A720426,Black and White,Owner Surrender,Female,11
2 months,A738626,Brown Tabby,Owner Surrender,Female,11
3 months,A729082,Brown Tabby,Owner Surrender,Male,11
3 months,A729080,Brown Tabby,Owner Surrender,Female,11
2 months,A755734,Black,Stray,Male,11
6 months,A686388,Blue,Owner Surrender,Female,11
2 months,A688699,Brown Tabby,Owner Surrender,Male,11
10 years,A752798,Torbie,Owner Surrender,Male,11
1 year,A760200,White,Stray,Male,11
2 months,A754537,Brown Tabby,Stray,Female,11
3 months,A739714,Black,Owner Surrender,Male,11
1 year,A689265,Calico,Owner Surrender,Female,11
2 months,A666330,Brown Tabby,Stray,Female,11
2 months,A682373,Orange Tabby,Stray,Male,11
10 months,A691208,Black and White,Stray,Female,11
3 years,A757414,Brown Tabby,Owner Surrender,Male,11
5 months,A709086,Brown Tabby,Owner Surrender,Female,11
3 months,A737165,Blue,Stray,Male,11
2 months,A733358,Brown Tabby,Stray,Male,11
3 months,A732656,Orange Tabby,Stray,Male,11
2 months,A755450,Black and White,Stray,Male,11
3 months,A693285,Black,Stray,Female,11
1 month,A705133,White,Stray,Female,11
4 months,A665843,Brown Tabby,Owner Surrender,Male,11
3 years,A723619,Brown Tabby,Public Assist,Male,11
2 months,A727657,Orange Tabby,Owner Surrender,Male,11
2 months,A722090,Black,Stray,Female,11
7 years,A689047,Blue,Stray,Male,11
7 years,A667651,Black and White,Owner Surrender,Male,11
2 months,A686109,Orange Tabby,Stray,Male,11
2 months,A679970,Brown Tabby,Stray,Female,11
3 months,A731322,Black and White,Stray,Female,11
2 months,A760265,Brown Tabby,Stray,Male,11
1 year,A749590,Brown Tabby,Stray,Male,11
1 month,A705712,Blue,Stray,Male,11
2 months,A684372,Calico,Stray,Female,11
2 years,A674718,Calico,Stray,Male,11
3 months,A740200,Blue,Stray,Male,11
4 months,A667061,Black,Stray,Female,11
2 years,A737654,Orange Tabby,Stray,Male,11
3 months,A684925,Tortie,Stray,Female,11
8 months,A680836,Colourpoint,Stray,Female,11
2 months,A706544,Orange Tabby,Stray,Male,11
8 years,A745246,Tortie,Owner Surrender,Male,11
1 year,A670544,Torbie,Stray,Male,11
1 month,A752279,Torbie,Stray,Female,11
6 months,A755739,Tortie,Stray,Female,11
1 year,A727721,Torbie,Stray,Female,11
1 year,A723703,Brown Tabby,Stray,Female,11
5 years,A672251,Torbie,Stray,Male,11
2 years,A744019,Blue,Stray,Male,11
2 months,A691648,Brown Tabby,Stray,Female,11
2 months,A691647,Brown Tabby,Stray,Male,11
7 years,A511822,Torbie,Owner Surrender,Male,11
3 years,A719412,Brown Tabby,Stray,Female,11
2 months,A685364,Black and White,Stray,Male,11
1 month,A752282,Colourpoint,Stray,Male,11
9 years,A489415,White,Owner Surrender,Male,11
5 years,A705190,White,Stray,Male,11
3 years,A721461,Black and White,Stray,Male,11
1 year,A738258,Blue,Stray,Male,11
1 month,A725964,Blue,Stray,Female,11
1 month,A752278,Orange Tabby,Stray,Male,11
3 months,A712398,Brown Tabby,Stray,Female,11
2 months,A689328,Orange Tabby,Stray,Male,11
2 months,A758797,Tortie,Stray,Female,11
4 months,A731775,Calico,Stray,Female,11
2 months,A726756,Black,Stray,Male,11
2 months,A708895,Black and White,Owner Surrender,Male,11
2 months,A751233,Blue,Stray,Female,11
8 months,A686268,Black and White,Owner Surrender,Male,11
2 months,A681540,Brown Tabby,Stray,Female,11
9 years,A698189,Colourpoint,Stray,Male,11
8 months,A686267,Black,Owner Surrender,Male,11
8 months,A740318,Colourpoint,Owner Surrender,Female,11
2 months,A666328,Brown Tabby,Stray,Female,11
2 months,A738018,Black and White,Owner Surrender,Male,11
6 months,A759991,Brown Tabby,Stray,Female,11
4 months,A755357,Black,Stray,Male,11
2 months,A707617,Brown Tabby,Stray,Female,11
10 years,A701168,Colourpoint,Owner Surrender,Male,11
2 months,A679094,Black and White,Stray,Male,11
3 months,A716952,Black,Owner Surrender,Male,11
2 months,A717151,Blue,Stray,Male,11
2 months,A664265,Brown Tabby,Stray,Male,11
2 months,A709306,Brown Tabby,Stray,Female,11
2 months,A709304,Brown Tabby,Stray,Male,11
2 months,A679428,Calico,Stray,Female,11
2 months,A752752,Black,Stray,Male,11
2 months,A706060,Black and White,Owner Surrender,Male,11
1 year,A737277,Black,Owner Surrender,Male,11
2 months,A708896,Black,Owner Surrender,Male,11
2 months,A735670,Brown Tabby,Owner Surrender,Female,11
1 month,A687929,Colourpoint,Stray,Female,11
2 months,A751289,Orange Tabby,Stray,Male,11
1 year,A765578,Orange Tabby,Public Assist,Male,11
6 months,A721099,Orange Tabby,Stray,Male,11
2 months,A760267,Gray Tabby,Stray,Male,11
1 year,A720534,Brown Tabby,Stray,Male,11
2 years,A747659,Orange Tabby,Stray,Male,11
2 months,A737398,Black and White,Stray,Male,11
2 years,A701027,White,Stray,Female,11
2 months,A712297,Black,Stray,Female,11
2 months,A682724,Black,Stray,Male,11
1 year,A743902,Orange Tabby,Owner Surrender,Male,11
2 years,A696205,Black,Stray,Female,11
2 years,A735805,Torbie,Owner Surrender,Male,11
1 year,A713446,Black,Stray,Male,11
6 months,A738208,Gray Tabby,Stray,Male,11
1 year,A732204,Gray Tabby,Owner Surrender,Female,11
2 months,A666885,Black and White,Stray,Male,11
2 months,A709089,Blue,Owner Surrender,Female,11
1 month,A686311,Black,Stray,Female,11
7 years,A732486,White,Owner Surrender,Male,11
2 months,A669442,Black and White,Stray,Male,11
3 months,A758220,Orange Tabby,Stray,Male,11
3 months,A709282,Tortie,Stray,Female,11
1 month,A760274,Orange Tabby,Stray,Female,11
4 months,A692354,Brown Tabby,Stray,Male,11
8 months,A752233,Black,Stray,Male,11
2 years,A757240,Orange Tabby,Stray,Male,11
1 year,A738684,Tortie,Stray,Male,11
6 years,A702378,Black,Stray,Male,11
2 months,A749419,Brown Tabby,Stray,Male,11
13 years,A745354,Blue,Owner Surrender,Male,11
3 months,A691062,Black and White,Stray,Female,11
5 months,A741084,Black and White,Stray,Male,11
2 years,A755721,Black and White,Owner Surrender,Male,11
7 years,A694776,Black and White,Stray,Male,11
4 months,A742223,Torbie,Owner Surrender,Female,11
1 year,A724697,Brown Tabby,Owner Surrender,Male,11
5 months,A758500,Torbie,Stray,Female,11
2 years,A726617,Calico,Owner Surrender,Male,11
2 years,A716880,Black,Owner Surrender,Male,11
2 months,A708295,Brown Tabby,Stray,Male,11
4 months,A717085,Brown Tabby,Stray,Female,11
1 year,A755672,Black and White,Owner Surrender,Female,11
4 months,A682597,Calico,Owner Surrender,Female,11
2 months,A752011,Black,Stray,Male,11
2 years,A722745,Calico,Owner Surrender,Female,11
11 years,A701168,Colourpoint,Owner Surrender,Male,11
8 months,A739243,Orange Tabby,Owner Surrender,Male,11
2 months,A710110,Orange Tabby,Stray,Male,11
2 months,A729403,Brown Tabby,Owner Surrender,Female,11
2 months,A738270,Orange Tabby,Stray,Male,11
2 months,A729402,Silver Tabby,Owner Surrender,Female,11
1 year,A735644,Blue,Stray,Female,11
2 months,A710111,Torbie,Stray,Female,11
2 years,A708081,Blue,Owner Surrender,Male,11
3 years,A675286,Tortie,Stray,Male,11
3 years,A766256,Orange Tabby,Owner Surrender,Male,11
2 years,A762986,Tortie,Stray,Female,11
3 years,A752292,Brown Tabby,Owner Surrender,Male,11
3 years,A678951,Brown Tabby,Owner Surrender,Male,11
1 year,A678201,Orange Tabby,Stray,Male,11
4 years,A765010,Blue,Owner Surrender,Male,11
7 years,A685460,Colourpoint,Stray,Male,11
2 months,A753048,Brown Tabby,Owner Surrender,Male,11
6 years,A755703,Brown Tabby,Owner Surrender,Male,11
4 years,A763894,Cream Tabby,Owner Surrender,Male,11
4 months,A763893,Orange Tabby,Owner Surrender,Male,11
1 month,A733548,Blue,Stray,Male,11
7 months,A678253,Black,Stray,Female,11
1 year,A742905,Colourpoint,Stray,Female,11
10 months,A707182,Brown Tabby,Stray,Male,11
3 years,A720139,Colourpoint,Owner Surrender,Female,11
5 months,A711467,Black,Owner Surrender,Male,11
2 months,A729744,Tortie,Stray,Female,11
2 months,A672752,Orange Tabby,Stray,Male,11
1 year,A695427,Black,Stray,Male,11
3 years,A680246,White,Owner Surrender,Male,11
2 years,A742316,Brown Tabby,Owner Surrender,Male,11
2 months,A752357,Torbie,Stray,Female,11
2 months,A733597,Tortie,Stray,Female,11
5 months,A733043,Black and White,Owner Surrender,Male,11
10 months,A713487,Black and White,Owner Surrender,Female,11
1 year,A742950,Black and White,Owner Surrender,Male,110
4 months,A712577,Blue,Stray,Female,110
10 years,A669236,Brown Tabby,Owner Surrender,Male,1101
4 months,A762148,Black and White,Stray,Female,111
5 months,A759253,Colourpoint,Stray,Female,111
1 year,A726276,Calico,Stray,Female,111
1 year,A666539,Blue,Stray,Female,111
6 months,A753708,Black,Owner Surrender,Male,111
5 months,A729482,Brown Tabby,Stray,Male,111
3 years,A686768,Silver Tabby,Stray,Female,111
4 months,A726632,Black,Stray,Male,111
4 months,A753739,Blue,Stray,Female,111
1 year,A733350,Brown Tabby,Stray,Female,112
4 months,A708905,Blue,Stray,Male,112
4 months,A729562,Black,Stray,Male,112
4 months,A703318,Black,Stray,Male,112
1 year,A758578,Tortie,Stray,Female,112
4 months,A713627,Black,Stray,Female,112
4 years,A674373,Blue,Owner Surrender,Male,112
7 months,A730455,Silver Tabby,Stray,Female,112
4 months,A702838,Brown Tabby,Stray,Female,113
1 year,A752054,Black and White,Stray,Female,113
4 months,A710169,Brown Tabby,Stray,Male,113
4 months,A710168,Brown Tabby,Stray,Female,113
4 months,A710170,Colourpoint,Stray,Male,113
4 months,A710171,Colourpoint,Stray,Male,113
3 months,A733647,Calico,Owner Surrender,Female,113
3 months,A708499,Brown Tabby,Stray,Female,113
3 years,A704141,Orange Tabby,Stray,Male,113
4 months,A753606,Brown Tabby,Stray,Male,113
4 months,A725657,Black,Stray,Male,113
5 years,A757064,Black and White,Owner Surrender,Male,113
2 years,A742114,Brown Tabby,Owner Surrender,Male,113
4 months,A678955,Blue,Owner Surrender,Female,113
5 months,A727026,Orange Tabby,Stray,Male,113
6 months,A709064,Brown Tabby,Stray,Male,113
6 months,A709065,Brown Tabby,Stray,Male,113
1 year,A747503,Brown Tabby,Stray,Female,114
2 years,A708496,Brown Tabby,Stray,Female,114
1 year,A741516,Silver Tabby,Stray,Male,114
6 months,A735103,Orange Tabby,Stray,Male,114
5 years,A699936,Blue,Stray,Male,114
5 months,A757734,Black and White,Owner Surrender,Male,114
4 months,A672195,Brown Tabby,Stray,Female,114
5 months,A760376,Orange Tabby,Stray,Male,115
1 year,A760231,Brown Tabby,Public Assist,Female,115
4 months,A712286,Orange Tabby,Stray,Female,115
3 months,A702800,Blue,Stray,Male,115
3 months,A702799,Brown Tabby,Stray,Male,115
3 months,A702798,Brown Tabby,Stray,Female,115
4 months,A679519,Torbie,Stray,Female,115
4 months,A704139,Black,Stray,Female,115
7 months,A730345,Blue,Stray,Female,115
6 months,A711064,Colourpoint,Stray,Female,116
12 years,A723452,Blue,Owner Surrender,Male,116
10 years,A759587,Silver Tabby,Owner Surrender,Male,116
4 months,A716686,Cream Tabby,Stray,Female,116
4 months,A688547,Calico,Stray,Female,116
5 months,A679273,Orange Tabby,Stray,Male,116
4 years,A680910,Calico,Owner Surrender,Male,116
5 months,A726101,Orange Tabby,Stray,Female,116
4 months,A733496,Black and White,Stray,Female,116
4 months,A730848,Brown Tabby,Stray,Female,116
4 months,A726088,Brown Tabby,Stray,Male,116
3 months,A723634,Torbie,Stray,Female,116
5 months,A753437,Black and White,Stray,Male,116
1 year,A679317,Brown Tabby,Stray,Male,116
2 years,A730539,Brown Tabby,Stray,Male,116
4 months,A675674,Colourpoint,Stray,Male,117
4 months,A675675,Colourpoint,Stray,Female,117
4 months,A672196,Tortie,Stray,Female,117
5 months,A707069,Tortie,Stray,Female,117
4 months,A747896,Brown Tabby,Stray,Female,117
9 months,A717852,Black,Stray,Female,117
4 months,A747739,Brown Tabby,Stray,Male,117
4 months,A747740,Tortie,Stray,Female,117
4 months,A682948,Black and White,Stray,Female,117
3 months,A702796,Brown Tabby,Stray,Male,117
3 months,A702797,Brown Tabby,Stray,Male,117
4 months,A709752,Black and White,Stray,Female,117
7 years,A699731,Black and White,Owner Surrender,Male,117
